,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
509361,1683563213283971,3 to 11 Years,PhD,$55K-$112K,Vienna,Austria,47.5162,14.5501,Contract,79015,2022-09-19,Male,Patricia Chen,+1-950-326-9483x1901,Nurse Manager,Nursing Director,Indeed,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Nursing management Patient care coordination Staff supervision Compliance with healthcare regulations Quality improvement Leadership skills,Oversee nursing staff and operations in healthcare settings. Develop nursing policies and procedures. Ensure compliance with healthcare regulations.,Loews,Diversified,Insurance: Property and Casualty (Stock),New York,New York,10065,www.loews.com,L,James S. Tisch
865674,316522226763353,0 to 14 Years,M.Tech,$56K-$126K,Funafuti,Tuvalu,-7.1095,177.6493,Full-Time,97988,2022-08-01,Male,Larry Hall,(707)862-5205,Customer Support Specialist,Help Desk Analyst,Monster,"Help Desk Analysts provide technical support and assistance to internal employees or external customers. They troubleshoot hardware and software issues, offer solutions, and document support interactions to maintain a reliable IT environment.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Help desk support Ticket resolution IT troubleshooting Customer service skills Technical knowledge Documentation and knowledge base maintenance Communication and interpersonal skills,"Respond to help desk tickets, assist users, and escalate issues as needed to ensure timely resolution. Document and track support requests and resolutions. Provide training and guidance to end-users.",Alphabet,Technology,Internet Services and Retailing,Mountain View,California,94043,www.abc.xyz,GOOGL,Sundar Pichai
1537323,2175419417741593,0 to 11 Years,M.Tech,$63K-$84K,Brussels,Belgium,50.5039,4.4699,Contract,87530,2023-02-10,Female,David Smith,+1-282-206-8388x6096,Digital Marketing Specialist,Social Media Manager,Snagajob,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Insurance Australia Group (IAG),Insurance,Insurance,Sydney,NSW,2000,https://www.iag.com.au/,IAG,Nick Hawkins
1093843,133804491749446,5 to 14 Years,MCA,$58K-$121K,Djibouti (city),Djibouti,11.8251,42.5903,Intern,89606,2022-06-24,Male,Christopher Wilson,239-664-4734x414,Data Entry Clerk,Record Keeper,Dice,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Records management Data entry and retrieval Attention to detail,"Maintain records, files, and documentation in an organized manner. Ensure compliance with record-keeping policies and regulations. Retrieve and update records as needed.",AstraZeneca,Pharmaceuticals,Pharmaceuticals,"Cambridge, UK",,,www.astrazeneca.com,AZN,Pascal Soriot
703691,2321261072569725,3 to 10 Years,MBA,$58K-$130K,Lusaka,Zambia,-13.1339,27.8493,Contract,35571,2022-10-07,Male,Rachel Pacheco,335-573-1861,Psychologist,Clinical Psychologist,Monster,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,"Provide therapy and counseling services to individuals, couples, and families. Conduct psychological assessments and diagnoses. Develop treatment plans and provide ongoing support.",Eastman Chemical,Chemicals,Chemicals,Kingsport,Tennessee,37660,www.eastman.com,EMN,
982972,340981990330276,4 to 10 Years,MCA,$59K-$89K,Belgrade,Serbia,44.0165,21.0059,Intern,103396,2023-07-23,Female,William Collier,720-835-4792x437,Digital Marketing Specialist,Social Media Manager,Monster,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Community Health Systems,Healthcare,Health Care: Medical Facilities,Franklin,Tennessee,37067,www.chs.net,CYH,Tim L. Hingten
978459,602322312823915,4 to 11 Years,PhD,$62K-$120K,Nicosia,Cyprus,35.1264,33.4299,Part-Time,18036,2022-04-15,Male,Abigail Marsh,+1-966-251-0072,Event Planner,Wedding Planner,Internships.com,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.",McKesson,Healthcare,Wholesalers: Health Care,Irving,Texas,75039,www.mckesson.com,MCK,Brian S. Tyler
1321423,964731667812333,0 to 15 Years,MCA,$65K-$88K,Moroni,Comoros,-11.6455,43.3333,Part-Time,57646,2022-02-23,Both,Jody Murray,001-323-420-0576x574,Marketing Analyst,Data Analyst,Idealist,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Avery Dennison,Industrial,"Packaging, Containers",Mentor,Ohio,44060,www.averydennison.com,AVY,Mitchell R. Butier
1166466,200034201083583,2 to 14 Years,PhD,$60K-$120K,San Juan,Puerto Rico,18.2208,-66.5901,Full-Time,17926,2022-07-23,Female,Christian Hoover,977-423-9376x34263,Physician Assistant,Primary Care Physician Assistant,Monster,"Provide medical care under the supervision of physicians, conduct examinations, diagnose and treat patients.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Medical knowledge and clinical skills Patient care and assessment Communication and empathy,"Provide primary healthcare services, including diagnosing and treating common medical conditions. Conduct physical examinations and order diagnostic tests. Educate patients on health and wellness.",The Clorox Company,Consumer Goods/Homecare,Consumer Products - Cleaning Products,Oakland,CA,94612,https://www.thecloroxcompany.com/,CLX,Linda Rendle
1515630,2482176769257455,0 to 13 Years,PhD,$64K-$95K,Manama,Bahrain,26.0667,50.5577,Part-Time,124539,2022-11-29,Both,Erin Griffin,(244)947-6739,Account Executive,Advertising Account Executive,Jobs2Careers,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying,"Manage advertising campaigns for clients, from planning to execution. Develop advertising strategies and creative concepts. Monitor campaign performance and provide insights.",Foot Locker,Retail,Specialty Retailers: Apparel,New York,New York,10001,www.footlocker.com/corp,FL,Mary N. Dillon
954047,746081927011844,3 to 10 Years,B.Tech,$61K-$109K,Maputo,Mozambique,-18.6657,35.5296,Intern,51374,2022-01-31,Female,George Murphy,3892292772,Financial Advisor,Wealth Management Advisor,Stack Overflow Jobs,Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Wealth management strategies Asset allocation Estate planning Tax management Client relationship management,"Manage high-net-worth clients financial portfolios and assets. Offer comprehensive wealth management services, including estate planning and asset allocation. Provide personalized financial guidance.",Commercial Metals,Manufacturing,Metals,Irving,Texas,75039,www.cmc.com,CMC,Barbara R. Smith
1539557,1047709614970029,2 to 10 Years,B.Com,$64K-$107K,N'Djamena,Chad,15.4542,18.7322,Temporary,72578,2021-11-04,Both,Amy Ibarra,5135228570,Systems Engineer,Cloud Systems Engineer,Internships.com,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency.",Textron,Aerospace & Defense,Aerospace & Defense,Providence,Rhose Island,2903,www.textron.com,TXT,Scott C. Donnelly
